inorganic_formula_1_orbital_LUMO_energy,inorganic_formula_1_element_property_MagpieData mean Number,inorganic_formula_1_element_property_MagpieData range Number,inorganic_formula_1_element_property_MagpieData avg_dev Number,inorganic_formula_1_element_property_MagpieData mean MendeleevNumber,inorganic_formula_1_element_property_MagpieData maximum MendeleevNumber,inorganic_formula_1_element_property_MagpieData avg_dev MendeleevNumber,inorganic_formula_1_element_property_MagpieData avg_dev AtomicWeight,inorganic_formula_1_element_property_MagpieData mean MeltingT,inorganic_formula_1_element_property_MagpieData avg_dev MeltingT,inorganic_formula_1_element_property_MagpieData mean Column,inorganic_formula_1_element_property_MagpieData mean Row,inorganic_formula_1_element_property_MagpieData avg_dev Row,inorganic_formula_1_element_property_MagpieData mean CovalentRadius,inorganic_formula_1_element_property_MagpieData mean Electronegativity,inorganic_formula_1_element_property_MagpieData avg_dev Electronegativity,inorganic_formula_1_element_property_MagpieData mean NsValence,inorganic_formula_1_element_property_MagpieData avg_dev NsValence,inorganic_formula_1_element_property_MagpieData mean NpValence,inorganic_formula_1_element_property_MagpieData avg_dev NpValence,inorganic_formula_1_element_property_MagpieData mean NdValence,inorganic_formula_1_element_property_MagpieData avg_dev NdValence,inorganic_formula_1_element_property_MagpieData mean NValence,inorganic_formula_1_element_property_MagpieData avg_dev NValence,inorganic_formula_1_element_property_MagpieData mean NsUnfilled,inorganic_formula_1_element_property_MagpieData avg_dev NsUnfilled,inorganic_formula_1_element_property_MagpieData mean NpUnfilled,inorganic_formula_1_element_property_MagpieData mean NdUnfilled,inorganic_formula_1_element_property_MagpieData avg_dev NdUnfilled,inorganic_formula_1_element_property_MagpieData mean NfUnfilled,inorganic_formula_1_element_property_MagpieData avg_dev NfUnfilled,inorganic_formula_1_element_property_MagpieData mean GSvolume_pa,inorganic_formula_1_element_property_MagpieData avg_dev GSvolume_pa,inorganic_formula_1_element_property_MagpieData mean GSbandgap,inorganic_formula_1_element_property_MagpieData avg_dev GSbandgap,inorganic_formula_1_element_property_MagpieData mean SpaceGroupNumber,inorganic_formula_1_element_property_MagpieData avg_dev SpaceGroupNumber,inorganic_formula_1_element_fraction_Na,inorganic_formula_1_element_fraction_Cl,inorganic_formula_1_element_fraction_Zr,inorganic_formula_1_element_fraction_Ta,inorganic_formula_2_orbital_HOMO_energy,inorganic_formula_2_orbital_LUMO_energy,inorganic_formula_2_element_property_MagpieData mean Electronegativity,inorganic_formula_2_element_property_MagpieData minimum Electronegativity,inorganic_formula_3_element_fraction_Ta,inorganic_formula_4_element_property_MagpieData mean NUnfilled,inorganic_formula_4_element_property_MagpieData range GSvolume_pa,inorganic_formula_4_element_property_MagpieData avg_dev GSvolume_pa,inorganic_formula_4_element_property_MagpieData mean SpaceGroupNumber,inorganic_formula_4_element_property_MagpieData maximum SpaceGroupNumber,Time（h）,Speed (RPM),temperature(℃),if Autonomous synthesis,Target(ms cm-1)
-0.32038,22.66118837,62,11.27150737,76.00758534,94,27.29569861,29.15627809,493.3213274,516.247452,13.55120101,3.379266751,0.66263799,119.6434893,2.675385588,0.735192534,1.884955752,0.203618138,3.792667509,1.831604284,0.288242731,0.503604872,7.098609355,1.925888752,0.115044248,0.203618138,0.758533502,0.975979772,1.705188427,0,0,25.09182469,2.029814405,1.89102402,0.913237896,102.2490518,58.02637446,0.115044248,0.758533502,0,0.08091024,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,15,500,25,0,0.65
-0.32038,22.89175582,62,11.72768891,76.29830082,94,26.73636126,30.35352303,529.7334361,578.7102741,13.53115167,3.377595972,0.660139466,119.1957206,2.674745123,0.732921149,1.881057269,0.209590716,3.775959723,1.848770714,0.32221523,0.563319011,7.353681561,2.286753526,0.118942731,0.209590716,0.755191945,0.936438011,1.637145875,0,0,24.77923222,1.733063427,1.882693518,0.921797078,103.4241661,59.54562539,0.118942731,0.755191945,0,0.098174953,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,15,500,25,0,0.1
-0.21776,22.34169077,62,10.50936914,76.02764384,94,27.72976842,26.82370659,369.9005368,305.9603268,13.62873674,3.385728062,0.672265365,120.3452266,2.68587271,0.731536803,1.900032144,0.179948568,3.857280617,1.763115731,0.042430087,0.083659965,6.684345869,1.136503739,0.099967856,0.179948568,0.771456123,0.099003536,0.195206586,0.915461266,1.6214052,25.88101468,2.354175426,1.923240116,0.879089503,94.50048216,47.05956746,0.099967856,0.771456123,0,0.014143362,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,15,500,25,0,0.0012
-0.21776,22.62268961,62,11.10447684,76.25111536,94,27.14934553,28.48796385,436.8496048,419.9491129,13.58891013,3.382409178,0.667327169,119.7743786,2.682122371,0.730979165,1.892288082,0.192220122,3.824091778,1.798712385,0.145315488,0.276553248,7.01402167,1.317011684,0.107711918,0.192220122,0.764818356,0.339069471,0.645290912,0.632249841,1.164564716,25.38990652,2.069344452,1.906692161,0.896837995,97.82600382,51.74149725,0.107711918,0.764818356,0,0.048438496,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,15,500,25,0,2.7
-0.21776,22.88874842,62,11.66909016,76.46270544,94,26.60525092,30.0671029,500.239153,528.3339689,13.55120101,3.379266751,0.66263799,119.2338812,2.678571429,0.7303594,1.884955752,0.203618138,3.792667509,1.831604284,0.242730721,0.446182639,7.326169406,1.950399645,0.115044248,0.203618138,0.758533502,0.566371681,1.041092825,0.364096081,0.695050673,24.9249094,1.749582402,1.89102402,0.913237896,100.9747155,56.09312094,0.115044248,0.758533502,0,0.08091024,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,15,500,25,0,0.53
-0.21776,23.03020768,62,11.96974004,76.57520453,94,26.31813035,30.90803943,533.9423726,586.0686287,13.53115167,3.377595972,0.660139466,118.9465072,2.676683449,0.729993532,1.881057269,0.209590716,3.775959723,1.848770714,0.294524858,0.531219789,7.492133417,2.287694546,0.118942731,0.209590716,0.755191945,0.68722467,1.23951284,0.22152297,0.430777834,24.67767778,1.559737037,1.882693518,0.921797078,102.6488357,58.37457885,0.118942731,0.755191945,0,0.098174953,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,15,500,25,0,0.11
-0.182464,18.6741573,62,5.533897235,68.78651685,94,33.99570761,13.51225612,447.017191,403.8613054,12.13483146,3.235955056,0.418886504,123.8089888,2.480224719,0.916550941,1.786516854,0.335816185,3.370786517,2.196692337,0.235955056,0.418886504,5.550561798,2.256533266,0.213483146,0.335816185,0.674157303,0.887640449,1.575811135,0,0,25.30728464,1.680560114,1.680674157,1.095270799,114.2247191,67.71872238,0.213483146,0.674157303,0.101123596,0.011235955,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,36,800,25,1,0.129
-0.182464,19.13636364,62,6.241735537,69.59090909,94,33.28512397,15.42915465,461.0870455,431.6620351,12.27272727,3.25,0.443181818,123.2727273,2.499772727,0.900309917,1.795454545,0.325413223,3.409090909,2.169421488,0.25,0.443181818,5.772727273,2.274793388,0.204545455,0.325413223,0.681818182,0.886363636,1.571280992,0,0,25.20488636,1.652091942,1.699772727,1.081673554,113.3181818,67.25206612,0.204545455,0.681818182,0.090909091,0.022727273,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,36,800,25,1,0.318
-0.182464,19.6091954,62,6.963403356,70.4137931,94,32.53269917,17.38370604,475.4803448,460.0275069,12.4137931,3.264367816,0.467961422,122.7241379,2.519770115,0.883075704,1.804597701,0.314440481,3.448275862,2.140309156,0.264367816,0.467961422,6,2.275862069,0.195402299,0.314440481,0.689655172,0.885057471,1.566653455,0,0,25.1001341,1.61918131,1.719310345,1.067158145,112.3908046,66.74593738,0.195402299,0.689655172,0.08045977,0.034482759,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,36,800,25,1,0.521
-0.182464,20.09302326,62,7.699296917,71.25581395,94,31.73607355,19.37699741,490.2083721,488.9747972,12.55813953,3.279069767,0.493239589,122.1627907,2.540232558,0.864791779,1.813953488,0.302866414,3.488372093,2.109248242,0.279069767,0.493239589,6.23255814,2.258518118,0.186046512,0.302866414,0.697674419,0.88372093,1.561925365,0,0,24.99294574,1.581539571,1.739302326,1.051671174,111.4418605,66.19794484,0.186046512,0.697674419,0.069767442,0.046511628,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,36,800,25,1,0.944
-0.182464,21.0952381,62,9.215419501,73,94,30,23.48435233,520.7164286,548.6865646,12.85714286,3.30952381,0.545351474,121,2.582619048,0.824829932,1.833333333,0.277777778,3.571428571,2.040816327,0.30952381,0.545351474,6.714285714,2.163265306,0.166666667,0.277777778,0.714285714,0.880952381,1.552154195,0,0,24.7709127,1.490806878,1.780714286,1.01755102,109.4761905,64.96598639,0.166666667,0.714285714,0.047619048,0.071428571,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,36,800,25,1,1.27
-0.182464,21.61445783,62,9.996516185,73.90361446,94,29.05501524,25.60079915,536.5218072,579.4887211,13.01204819,3.325301205,0.572216577,120.3975904,2.604578313,0.803019306,1.843373494,0.264189287,3.614457831,2.003193497,0.325301205,0.572216577,6.963855422,2.082450283,0.156626506,0.264189287,0.722891566,0.879518072,1.547104079,0,0,24.65588353,1.437032467,1.802168675,0.998792278,108.4578313,64.27638264,0.156626506,0.722891566,0.036144578,0.084337349,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,36,800,25,1,1.32
-0.182464,22.14634146,62,10.79357525,74.82926829,94,28.05472933,27.76075627,552.7126829,610.9481261,13.17073171,3.341463415,0.59964307,119.7804878,2.627073171,0.779892921,1.853658537,0.249851279,3.658536585,1.963117192,0.341463415,0.59964307,7.219512195,2.298631767,0.146341463,0.249851279,0.731707317,0.87804878,1.541939322,0,0,24.53804878,1.377156454,1.824146341,0.978810232,107.4146341,63.53361095,0.146341463,0.731707317,0.024390244,0.097560976,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,36,800,25,1,2.39
-0.182464,22.69135802,62,11.60707209,75.77777778,94,26.99588477,29.96553108,569.3033333,643.0855967,13.33333333,3.358024691,0.627648224,119.1481481,2.650123457,0.755372657,1.864197531,0.234720317,3.703703704,1.920438957,0.358024691,0.627648224,7.481481481,2.559670782,0.135802469,0.234720317,0.740740741,0.87654321,1.536655998,0,0,24.41730453,1.429581365,1.846666667,0.957530864,106.345679,62.73433928,0.135802469,0.740740741,0.012345679,0.111111111,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,36,800,25,1,1.45
-0.182464,24.5,62,13.5,75.75,94,27.375,34.92222169,533.1891667,569.4369444,13.5,3.5,0.833333333,121.75,2.664166667,0.74375,1.916666667,0.152777778,3.75,1.875,0.333333333,0.555555556,7.166666667,1.972222222,0.083333333,0.152777778,0.75,1.333333333,2.222222222,0,0,25.39486111,2.558518519,1.86975,0.934875,102.3333333,57.5,0.083333333,0.75,0,0.083333333,-0.32038,-0.103415,2.045,0.93,0,2,6.3775,1.771527778,91.5,229,16,400,25,0,3.63
-0.162391,17.49367089,29,4.381028681,59.3164557,94,42.14709181,10.51723823,398.5798734,291.9585066,10.93670886,3.202531646,0.364044224,129.3544304,2.315696203,1.025989425,1.708860759,0.412754366,3.037974684,2.384233296,0.113924051,0.204774876,4.860759494,2.5995834,0.291139241,0.412754366,0.607594937,0.898734177,1.615446243,0,0,26.55983122,2.591309619,1.514734177,1.188778721,125.2025316,74.37269668,0.291139241,0.607594937,0.012658228,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,4,500,20,0,0.0025
-0.162391,17.58974359,29,4.44312952,60.46153846,94,41.27810651,10.66787167,403.1530769,303.1993688,11.07692308,3.205128205,0.36817883,128.6923077,2.334871795,1.015542406,1.717948718,0.404996713,3.076923077,2.366863905,0.128205128,0.230111769,4.923076923,2.556213018,0.282051282,0.404996713,0.615384615,0.897435897,1.61078238,0,0,26.40786325,2.515978523,1.534153846,1.180118343,123.8717949,73.68836292,0.282051282,0.615384615,0.025641026,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,4,500,20,0,0.02
-0.162391,17.68831169,29,4.506324844,61.63636364,94,40.34946871,10.82126936,407.8450649,314.707519,11.22077922,3.207792208,0.372406814,128.012987,2.354545455,1.00420307,1.727272727,0.396694215,3.116883117,2.347782088,0.142857143,0.256029685,4.987012987,2.509698094,0.272727273,0.396694215,0.623376623,0.896103896,1.606004385,0,0,26.25194805,2.425567549,1.554077922,1.170604149,122.5064935,72.94316074,0.272727273,0.623376623,0.038961039,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,4,500,20,0,0.04
-0.162391,17.78947368,29,4.570637119,62.84210526,94,39.35734072,10.9774945,412.6605263,326.4925208,11.36842105,3.210526316,0.376731302,127.3157895,2.374736842,0.991911357,1.736842105,0.387811634,3.157894737,2.326869806,0.157894737,0.282548476,5.052631579,2.459833795,0.263157895,0.387811634,0.631578947,0.894736842,1.601108033,0,0,26.09192982,2.318956602,1.574526316,1.160177285,121.1052632,72.13296399,0.263157895,0.631578947,0.052631579,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,4,500,20,0,0.045
-0.162391,17.89333333,29,4.636088889,64.08,94,38.2976,11.13661117,417.6044,338.5643947,11.52,3.213333333,0.381155556,126.6,2.395466667,0.978602667,1.746666667,0.378311111,3.2,2.304,0.173333333,0.309688889,5.12,2.4064,0.253333333,0.378311111,0.64,0.893333333,1.596088889,0,0,25.92764444,2.194937481,1.59552,1.1487744,119.6666667,71.25333333,0.253333333,0.64,0.066666667,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,4,500,20,0,0.0405
-0.162391,18,29,4.702702703,65.35135135,94,37.16581446,11.29868423,422.6818919,350.933645,11.67567568,3.216216216,0.38568298,125.8648649,2.416756757,0.964207451,1.756756757,0.368151936,3.243243243,2.279035793,0.189189189,0.337472608,5.189189189,2.349159971,0.243243243,0.368151936,0.648648649,0.891891892,1.590942294,0,0,25.75891892,2.05220599,1.617081081,1.136327246,118.1891892,70.29948868,0.243243243,0.648648649,0.081081081,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,4,500,20,0,0.066
-0.162391,18.10958904,29,4.770501032,66.65753425,94,35.95721524,11.46377918,427.8984932,363.6112892,11.83561644,3.219178082,0.390317133,125.109589,2.438630137,0.948650779,1.767123288,0.357290298,3.287671233,2.251829612,0.205479452,0.365922312,5.260273973,2.287858885,0.232876712,0.357290298,0.657534247,0.890410959,1.585663351,0,0,25.58557078,1.889353224,1.639232877,1.122762244,116.6712329,69.26627885,0.232876712,0.657534247,0.095890411,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,4,500,20,0,0.035
-0.21776,19.60527859,51,6.745975697,70.74134897,94,32.73945013,16.72589933,401.8342229,335.1614726,12.56832845,3.279178886,0.492861259,123.0369501,2.539290323,0.873726232,1.82111437,0.293771123,3.519061584,2.084605396,0.145454545,0.269752066,5.753079179,1.955508467,0.17888563,0.293771123,0.703812317,0.581818182,1.079008264,0.35659824,0.681405905,25.64098338,1.965374778,1.754604106,1.03938425,107.5173021,61.25602635,0.17888563,0.703812317,0.072727273,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,15,500,25,0,0.23
-0.32038,19.54475628,46,6.561948295,70.616839,94,33.15780586,16.40526178,389.7131315,315.8019187,12.6478582,3.287149188,0.506434461,123.3128508,2.54667356,0.869709575,1.82717873,0.285908158,3.545051699,2.063146779,0.185524372,0.327202512,5.557754801,2.045133518,0.17282127,0.285908158,0.70901034,0.996159527,1.75688992,0,0,25.86002363,2.291097258,1.767562777,1.028684984,107.8774003,62.21906098,0.17282127,0.70901034,0.067355982,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,15,500,25,0,0.087
-0.162391,19.69230769,29,6.171597633,72.69230769,94,30.32248521,14.88560334,486.7555769,479.6905917,12.80769231,3.307692308,0.520710059,122.4230769,2.574038462,0.833868343,1.865384615,0.232988166,3.557692308,2.052514793,0.269230769,0.455621302,5.692307692,1.860946746,0.134615385,0.232988166,0.711538462,1.269230769,2.147928994,0,0,25.28866987,1.609050173,1.773865385,1.023383876,106.2115385,60.07026627,0.134615385,0.711538462,0.115384615,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,5,500,23,0,0.23
-0.162391,19.92,29,6.3456,73.68,94,29.2608,15.31405318,495.3764,496.119552,12.96,3.32,0.5376,121.96,2.5952,0.813312,1.88,0.2112,3.6,2.016,0.28,0.4704,5.76,1.7856,0.12,0.2112,0.72,1.32,2.2176,0,0,25.2254,1.535472,1.79496,1.0051776,104.6,58.464,0.12,0.72,0.12,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,5,500,23,0,0.38
-0.162391,20.16666667,29,6.527777778,74.75,94,28.07291667,15.76371287,504.715625,513.678125,13.125,3.333333333,0.555555556,121.4583333,2.618125,0.790234375,1.895833333,0.186631944,3.645833333,1.974826389,0.291666667,0.486111111,5.833333333,1.701388889,0.104166667,0.186631944,0.729166667,1.375,2.291666667,0,0,25.15685764,1.452027633,1.8178125,0.984648438,102.8541667,56.66232639,0.104166667,0.729166667,0.125,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,5,500,23,0,0.4
-0.162391,20.43478261,29,6.718336484,75.91304348,94,26.73724008,16.23537617,514.8669565,532.4810586,13.30434783,3.347826087,0.574669187,120.9130435,2.643043478,0.764196597,1.913043478,0.15879017,3.695652174,1.928166352,0.304347826,0.502835539,5.913043478,1.606805293,0.086956522,0.15879017,0.739130435,1.434782609,2.370510397,0,0,25.08235507,1.356921865,1.842652174,0.961383743,100.9565217,54.63137996,0.086956522,0.739130435,0.130434783,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,5,500,23,0,0.34
-0.162391,20.72727273,29,6.917355372,77.18181818,94,25.22727273,16.72960613,525.9411364,552.6577686,13.5,3.363636364,0.595041322,120.3181818,2.670227273,0.734659091,1.931818182,0.127066116,3.75,1.875,0.318181818,0.520661157,6,1.5,0.068181818,0.127066116,0.75,1.5,2.454545455,0,0,25.00107955,1.247936467,1.86975,0.934875,98.88636364,52.32954545,0.068181818,0.75,0.136363636,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,5,500,23,0,0.23
-0.162391,21.04761905,29,7.124716553,78.57142857,94,23.51020408,17.24658673,538.07,574.3542857,13.71428571,3.380952381,0.616780045,119.6666667,2.7,0.700952381,1.952380952,0.090702948,3.80952381,1.814058957,0.333333333,0.53968254,6.095238095,1.378684807,0.047619048,0.090702948,0.761904762,1.571428571,2.544217687,0,0,24.91206349,1.122305367,1.899428571,0.904489796,96.61904762,49.70521542,0.047619048,0.761904762,0.142857143,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,5,500,23,0,0.12
-0.278577,19.10638298,57,6.828429153,64.80851064,94,37.2657311,17.06350733,415.3710638,333.9210502,11.4893617,3.255319149,0.456315075,126.7021277,2.39212766,0.980262562,1.744680851,0.380262562,3.191489362,2.308736985,0.127659574,0.239022182,5.574468085,2.536894522,0.255319149,0.380262562,0.638297872,0.510638298,0.956088728,0.085106383,0.16296967,25.88510638,2.11483024,1.591276596,1.151136261,119.9574468,71.43503848,0.255319149,0.638297872,0.063829787,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,24.75,500,25,0,0.04
-0.286408,19.75,59,8.55,61.025,94,39.57,21.83362384,349.321,213.2652,10.825,3.275,0.495,129.4,2.30275,1.0287,1.7,0.42,3,2.4,0.05,0.0975,5.8,2.97,0.3,0.42,0.6,0.2,0.39,0,0,26.610375,2.70621875,1.4958,1.19664,128.825,77.79,0.3,0.6,0.025,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,14,500,25,0,0.0016
-0.162391,19,59,7.2,61.15,94,39.42,18.15127384,375.221,246.9558,10.85,3.25,0.45,129.1,2.3045,1.0266,1.7,0.42,3,2.4,0.1,0.19,5.5,2.85,0.3,0.42,0.6,0.4,0.76,0,0,26.33725,2.521925,1.4958,1.19664,128.05,76.86,0.3,0.6,0.05,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,14,500,25,0,0.015
-0.162391,18.625,59,6.525,61.2125,94,39.345,16.31009884,388.171,270.2658,10.8625,3.2375,0.4275,128.95,2.305375,1.02555,1.7,0.42,3,2.4,0.125,0.234375,5.35,2.77875,0.3,0.42,0.6,0.5,0.9375,0,0,26.2006875,2.419535937,1.4958,1.19664,127.6625,76.395,0.3,0.6,0.0625,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,14,500,25,0,0.017
-0.162391,18.25,59,5.85,61.275,94,39.27,14.46892384,401.121,293.5758,10.875,3.225,0.405,128.8,2.30625,1.0245,1.7,0.42,3,2.4,0.15,0.2775,5.2,2.7,0.3,0.42,0.6,0.6,1.11,0,0,26.064125,2.31031875,1.4958,1.19664,127.275,75.93,0.3,0.6,0.075,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,14,500,25,0,0.066
-0.162391,17.875,59,5.175,61.3375,94,39.195,12.62774884,414.071,316.8858,10.8875,3.2125,0.3825,128.65,2.307125,1.02345,1.7,0.42,3,2.4,0.175,0.319375,5.05,2.61375,0.3,0.42,0.6,0.7,1.2775,0,0,25.9275625,2.194273437,1.4958,1.19664,126.8875,75.465,0.3,0.6,0.0875,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,14,500,25,0,0.053
-0.162391,22.57627119,46,11.09278943,66.76271186,94,36.93191612,28.42689402,390.9632203,303.5717897,12.20338983,3.491525424,0.81643206,129.0169492,2.474576271,0.929388107,1.847457627,0.258546395,3.389830508,2.183280666,0.186440678,0.309681126,5.423728814,2.137316863,0.152542373,0.258546395,0.677966102,1.508474576,2.505601839,0,0,27.09088983,3.648524849,1.690169492,1.08858374,111.2033898,64.00459638,0.152542373,0.677966102,0.016949153,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,10,500,25,0,0.00014
-0.162391,22.48275862,46,10.73008323,68.4137931,94,35.29131986,27.39406833,407.4303448,335.3688466,12.4137931,3.482758621,0.799048751,127.8275862,2.505172414,0.903210464,1.862068966,0.237812128,3.448275862,2.140309156,0.206896552,0.342449465,5.517241379,2.045184304,0.137931034,0.237812128,0.689655172,1.517241379,2.511296076,0,0,26.81752874,3.449869203,1.719310345,1.067158145,109.1724138,62.30677765,0.137931034,0.689655172,0.034482759,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,10,500,25,0,0.015
-0.162391,22.38596491,46,10.35580179,70.12280702,94,33.5118498,26.32933197,424.4752632,368.078855,12.63157895,3.473684211,0.781163435,126.5964912,2.536842105,0.874607572,1.877192982,0.215450908,3.50877193,2.092951677,0.228070175,0.376115728,5.614035088,1.945213912,0.122807018,0.215450908,0.701754386,1.526315789,2.517082179,0,0,26.53457602,3.210588386,1.749473684,1.043545706,107.0701754,60.44936904,0.122807018,0.701754386,0.052631579,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,10,500,25,0,0.29
-0.162391,22.28571429,46,9.969387755,71.89285714,94,31.58163265,25.23121146,442.1289286,401.7396684,12.85714286,3.464285714,0.762755102,125.3214286,2.569642857,0.843367347,1.892857143,0.191326531,3.571428571,2.040816327,0.25,0.410714286,5.714285714,1.836734694,0.107142857,0.191326531,0.714285714,1.535714286,2.522959184,0,0,26.24151786,2.926670918,1.780714286,1.01755102,104.8928571,58.41836735,0.107142857,0.714285714,0.071428571,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,10,500,25,0,0.1
-0.150673,16.43589744,29,3.066403682,63.30769231,94,37.77514793,6.57209515,432.4607692,355.8029191,11.30769231,3.128205128,0.230111769,124.7692308,2.368717949,0.973885602,1.641025641,0.460223537,3.076923077,2.366863905,0.435897436,0.782380013,5.153846154,2.402366864,0.358974359,0.460223537,0.615384615,0.58974359,1.058514135,0,0,24.77901709,2.518332238,1.534153846,1.180118343,126.5641026,77.00197239,0.282051282,0.615384615,0.025641026,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,20,600,25,0,0.022
-0.150673,17,29,3.157894737,64.78947368,94,36.89750693,7.501229957,432.7131579,362.3761773,11.52631579,3.157894737,0.282548476,124.6315789,2.397894737,0.96265928,1.684210526,0.432132964,3.157894737,2.326869806,0.368421053,0.659279778,5.210526316,2.343490305,0.315789474,0.432132964,0.631578947,0.684210526,1.224376731,0,0,24.97745614,2.245198523,1.574526316,1.160177285,122.9473684,74.4598338,0.263157895,0.631578947,0.052631579,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,20,600,25,0,0.1
-0.162391,17.59459459,29,3.979547115,66.35135135,94,35.86851717,9.519251433,432.9791892,369.3017969,11.75675676,3.189189189,0.337472608,124.4864865,2.428648649,0.948780131,1.72972973,0.394448503,3.243243243,2.279035793,0.297297297,0.530314098,5.27027027,2.283418554,0.27027027,0.394448503,0.648648649,0.783783784,1.398100804,0,0,25.18662162,1.973535427,1.617081081,1.136327246,119.1351351,71.5266618,0.243243243,0.648648649,0.081081081,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,20,600,25,0,0.027
-0.278577,19.91836735,57,8.66972095,61.87755102,94,39.333611,22.09429917,398.942449,294.4199084,11.02040816,3.285714286,0.513119534,128.877551,2.32877551,1.017825906,1.714285714,0.408163265,3.06122449,2.374010829,0.040816327,0.079966681,5.795918367,2.813827572,0.285714286,0.408163265,0.612244898,0.163265306,0.319866722,0.163265306,0.299875052,26.32380952,2.364003887,1.526326531,1.183681799,124.4081633,73.96917951,0.285714286,0.612244898,0.020408163,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,24.75,500,25,0,0.003
-0.278577,19.52083333,57,7.766493056,63.3125,94,38.359375,19.62620659,406.985625,313.7946615,11.25,3.270833333,0.485243056,127.8125,2.359791667,1.000260417,1.729166667,0.394965278,3.125,2.34375,0.083333333,0.159722222,5.6875,2.6796875,0.270833333,0.394965278,0.625,0.333333333,0.638888889,0.125,0.234375,26.10902778,2.25724537,1.558125,1.16859375,122.2291667,72.78645833,0.270833333,0.625,0.041666667,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,24.75,500,25,0,0.02
-0.278577,19.10638298,57,6.828429153,64.80851064,94,37.2657311,17.06350733,415.3710638,333.9210502,11.4893617,3.255319149,0.456315075,126.7021277,2.39212766,0.980262562,1.744680851,0.380262562,3.191489362,2.308736985,0.127659574,0.239022182,5.574468085,2.536894522,0.255319149,0.380262562,0.638297872,0.510638298,0.956088728,0.085106383,0.16296967,25.88510638,2.11483024,1.591276596,1.151136261,119.9574468,71.43503848,0.255319149,0.638297872,0.063829787,0,-0.32038,-0.103415,2.045,0.93,0,2.4,1.3025,0.4168,90,194,24.75,500,25,0,0.04
